Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,threshold
Cdhr1,161.3188593357623,0.7278794886234106,0.8867547388403872,0.17707051334420085,0.2826481114693069,FALSE
Srebf2,2544.0224600514207,0.7278369023142122,0.2663828062101086,0.004246439311981533,0.014306720928063437,TRUE
Klf4,995.5898143101293,0.7276445552428543,0.5156049892873568,0.09635348276994025,0.17599621391557352,FALSE
Wdr66,168.3578171677525,0.7275412411095143,0.7725554938089536,0.16971974109370225,0.273926895896156,FALSE
Gaa,3218.544429931825,0.7270215245215634,0.3235929590405628,0.016830270501952006,0.04465480649260355,TRUE
Slc46a3,621.956866787379,0.7269590436780605,0.3564080906642112,0.02753325300311475,0.06634994997192988,FALSE
Adck1,306.8592148762497,0.7265933630184545,0.29482938523814295,0.009435048436164262,0.027721265203693425,TRUE
Ccsap,18.19623720296757,0.7264625572583919,0.7277917465834736,0.17212444279397465,0.2768677996595882,FALSE
Tgfb1i1,411.17187369659825,0.7262213862142661,0.47743078069088546,0.0797202935105535,0.15243411469528717,FALSE
Zfp91,2034.4853527728342,0.7261891290262877,0.35549504329543696,0.026180419199718977,0.06362197792680951,FALSE
Itpkc,480.68610338201194,0.7260591203450992,0.44766781526052235,0.06676271667276358,0.13320114152208568,FALSE
Gm11399,2.9994278644043573,0.7259764825097713,1.2818580302101945,0.06807141571092974,0.13522521921172037,FALSE
Repin1,368.4889832552689,0.7258504856040126,0.3367283217091477,0.02091756381885496,0.053140356563099754,FALSE
Btbd2,1115.0201304919103,0.7258239555115539,0.3848374932898927,0.037684234047943514,0.08521835454367664,FALSE
Tnfaip8l3,27.168195414479452,0.7255028772025094,0.9592872351838745,0.17192765978585212,0.27661167365329403,FALSE
Bhlhb9,115.63336200105742,0.7251804086515922,0.6708242310811556,0.1526573007868858,0.25274864422734394,FALSE
Psme3,1753.953601101815,0.7248884391961442,0.2062999092061686,3.1459677476122186e-4,0.001615666596638837,TRUE
Ralgapa2,2009.2090182799673,0.7248504600450774,0.4439407805368059,0.060360316789891046,0.122878405106912,FALSE
Mrvi1,152.77017893653266,0.7247490355971357,0.8410533760036231,0.17725794172389153,0.2828537415258494,FALSE
Pptc7,1103.059064923917,0.7246688751976507,0.2890756926624996,0.007614500490662605,0.02325916645130405,TRUE
Sfpq,2419.989668780286,0.7244626272527076,0.2663876969144764,0.004398280109542742,0.014725771334499245,TRUE
Ptar1,354.44700963398515,0.7241691555385075,0.5120387515444254,0.09662876561312878,0.1763988955235415,FALSE
Fam13c,130.1331336362013,0.7240534455048254,0.5967403051303434,0.1309190069098164,0.2238255148194949,FALSE
Gpalpp1,826.7390367630521,0.7239535891197305,0.30339780665123356,0.01134778452862966,0.032349229226992855,TRUE
Gm45838,3.6486202311726275,0.723940206038895,1.2311343681537437,0.09616230719460915,0.17569689006170072,FALSE
Impa1,991.8461599225727,0.7231272319359611,0.28024757977128806,0.006763219021518008,0.021055304500952287,TRUE
Ube2n-ps1,47.97227443940119,0.7227397373677538,0.5920637175711148,0.13206122090713024,0.22531523372621734,FALSE
Mtmr1,534.2973930126665,0.7225462746322083,0.2574222138654274,0.00346674312222746,0.01206081744000741,TRUE
Ksr1,288.80183384924874,0.7224577041470569,0.40225960705604097,0.047064515451131196,0.10135586193123243,FALSE
Slitrk6,18.890155718331922,0.722358310729497,1.0433639178193694,0.15788871099525684,0.25954032406023786,FALSE
Tbxa2r,40.38666976757943,0.7222179041149066,0.6198475305093866,0.1406996582679548,0.236768384140766,FALSE
B4galnt4,38.09558512716957,0.7218308560675697,0.8396463785066219,0.18081915959254166,0.2870180789289604,FALSE
Gm1070,3.491758042919056,0.7216537522653418,1.2482747612322238,0.08359332537380035,0.15793395442759992,FALSE
Scn4b,119.60019976974536,0.7214101270082781,0.8966039953352697,0.1775147721168607,0.2830809303965702,FALSE
Usp1,500.2368632158212,0.7208060384060062,0.42290511824610894,0.056486922659558396,0.11670377161202643,FALSE
Parp3,797.2275740456286,0.7207352689154196,0.3760834283336837,0.036613025905608394,0.083272203712037,FALSE
Aldh4a1,744.3063135769353,0.7206090118537936,0.37459364099443265,0.03600769778031478,0.08217621535039331,FALSE
Cap1,5938.89861896917,0.7200673518913587,0.2089635004773446,4.195477652905941e-4,0.002071450027860593,TRUE
Grk5,865.1062600892417,0.7198705952626503,0.3191715267370311,0.016368428533387033,0.043645374701248164,TRUE
Srgap2,842.6429074060162,0.7197648159926513,0.2670277789061725,0.004962614551372763,0.016258936051453572,TRUE
Zan,10.669299840579852,0.7196126084266575,1.0594753269566501,0.1667947685885108,0.270674523646169,FALSE
Mmp2,1291.679830323861,0.7194191396705458,0.755169567411826,0.173169834471726,0.27814966193837054,FALSE
Nckipsd,337.82150111214224,0.7193764334699061,0.31533380854569226,0.015376669799011616,0.04150539855563748,TRUE
Mettl7a2,6.837060476871414,0.7193641319104618,1.0708736377194312,0.16610638391881674,0.26990015499981124,FALSE
Ppp2r5d,1162.0953272443417,0.7192114222926775,0.17013235094504342,1.6958907058688128e-5,1.3095358211896824e-4,TRUE
Dnajb12,1620.1201913772268,0.7181660420950329,0.2738787792482173,0.0060686610944823425,0.01921527020321168,TRUE
Lancl3,5.263582403944304,0.718164437451984,1.2478207401684551,0.08255932650117187,0.15642308727568136,FALSE
9130023H24Rik,151.34734151632622,0.7177706967517891,0.3069519671397393,0.013614735241253981,0.03758097669857903,TRUE
Adnp2,525.30748544402,0.7172776664088125,0.1883432461495734,9.998570022554858e-5,0.00060150325423939405,TRUE
Gm5790,2.9280023567384714,0.7169804351043458,1.273546491460602,0.06947834492100634,0.13732767980956562,FALSE
Sfmbt1,412.5441224358032,0.7169544000786024,0.25382020792949606,0.0032772987190692548,0.011530572584587563,TRUE
Hcn4,5.018483685263858,0.7169091604675503,1.2342543770392869,0.08879722711285876,0.16519518834092112,FALSE
Mospd3,456.699060871748,0.7168259742846693,0.26330372318549256,0.004616010222367288,0.015321883999793758,TRUE
Gab1,728.1044400061049,0.7167144105653849,0.30374992896416075,0.012505380792117745,0.03500817520183194,TRUE
Slc30a4,713.8847263173919,0.716558857937342,0.42975020416052007,0.061442548438735575,0.12473955175200235,FALSE
Zfhx4,8.452149019089436,0.7165537320776808,1.17417458061221,0.1334294075841655,0.22714768195875792,FALSE
Fut4,668.6866549283062,0.7162028994933434,0.5439836372198464,0.11275837364906256,0.19939547524916668,FALSE
Npepps,2073.4260778531425,0.7161402295808378,0.26382094544477946,0.004713046825949489,0.015577019170511023,TRUE
Casp9,673.6012034894802,0.7161231450773744,0.2019489521117593,2.8891812934669686e-4,0.0015050093057307023,TRUE
B3gnt2,60.036991293889606,0.715885115942036,0.718084449529045,0.17102304539072805,0.2755006584836453,FALSE
Gtf2a1,476.44128822072315,0.7158722581243692,0.2884839015471571,0.008855031143333752,0.02637654316032373,TRUE
Rock2,2272.9000861962754,0.715855716477836,0.3944165881917385,0.04277450803124629,0.09395401951794399,FALSE
Bicd2,1650.259838533053,0.7157742667049377,0.2878163727270694,0.008902396805148914,0.026493104720733743,TRUE
Ubxn2a,862.3833165242144,0.7154016138200529,0.4198941620661713,0.05738015447433315,0.11822026490149429,FALSE
Mbd6,1024.0511833852895,0.7153746133284182,0.25372151223788875,0.003389297228204159,0.011836176373097194,TRUE
Susd5,8.650828566658577,0.7147562229485853,1.2633534474903654,0.07135531847816529,0.1402517616534255,FALSE
Gabarapl1,4649.443801733221,0.714463860907437,0.35456246178834827,0.027824188040314942,0.06685077163886496,FALSE
Pik3ip1,758.6732649488988,0.7143797648890544,0.3854712392613143,0.042526629566007744,0.09355858504521704,FALSE
Gon4l,785.8331303640003,0.7142368808782509,0.2874304618667769,0.008973015111447857,0.02664165744793923,TRUE
Armcx6,20.754693617178255,0.7142327274999501,0.7181558085990831,0.17736464298038065,0.28295494509761937,FALSE
Adamdec1,487.4833521933911,0.7141668391150564,0.5814243090555037,0.1316711383464002,0.22476888546973703,FALSE
Tbc1d32,196.6343997644569,0.7139643333020329,0.3233135160825748,0.01855885391849407,0.04829204406207413,TRUE
Atrip,189.2705175841843,0.7135916709954395,0.2537852886354778,0.0034915735876664255,0.012136267214602151,TRUE
Sgip1,43.496795523543554,0.7135673004630241,0.7540957629340762,0.1764519827631736,0.28184722217798,FALSE
Coro1b,3022.258372052314,0.713511098709352,0.3560146906698509,0.029394723214928545,0.0698159016225182,FALSE
Plbd2,1904.8479999897568,0.7131297846802871,0.2802614945129733,0.0072571499110818125,0.022337257498953187,TRUE
Pgghg,611.4071431454178,0.713102129020061,0.35080287007068756,0.02846084329387913,0.06808383888331308,FALSE
Clock,767.056290169135,0.7130692777748587,0.3658914460473078,0.034335848054916525,0.07918451161153549,FALSE
Ednrb,97.42581037392578,0.7128251763454436,0.6111175577549101,0.14275384875785213,0.2396819490581262,FALSE
Cnnm2,897.986824118366,0.7127037091141043,0.3613584974710254,0.03238401941212177,0.07571436293460224,FALSE
Gm20109,2.485568953668202,0.7121768061573659,1.2082738385336855,0.10595337822921894,NA,NA
Dcaf8,3564.9364877985417,0.7121164071009217,0.2744516362607727,0.006650984500081442,0.020759459300577564,TRUE
Tmem98,1573.7784748391753,0.7116982470094048,0.3859147560375247,0.04348754840047693,0.09515988085768459,FALSE
Adamts7,68.16378739008357,0.7116108116865248,0.5875333344157321,0.13460563915406895,0.22872075666396138,FALSE
Abcf3,1101.6483683680233,0.7113326114359821,0.22508718646611883,0.0011054461189529176,0.004665691314044894,TRUE
Flot2,1919.8001539318918,0.710985269659936,0.21945151490193934,8.454769930423378e-4,0.0037358510759172192,TRUE
Got2,1280.1929382167953,0.7108799311745099,0.23895956919546604,0.0020848821911533737,0.007913615945775831,TRUE
Bclaf3,81.9529142251877,0.710715413504515,0.5949508064303867,0.13805047497408007,0.2333527353256034,FALSE
Nin,469.50998578599456,0.7106240833648221,0.4074866571278413,0.053283386961486746,0.11149668622322458,FALSE
Tmem115,1139.9909631258986,0.7104629786971365,0.3305690878738873,0.021756347700618732,0.05481679618382206,FALSE
Zfp445,945.626888732524,0.7102875921357465,0.4335790113502163,0.0657368100350523,0.13164409934924115,FALSE
Ccdc30,91.45303502464147,0.7101749230485228,0.888535845994784,0.18480822071655012,0.2922717613013648,FALSE
Pik3c2b,445.4175259385785,0.7101193007500577,0.3843899985487994,0.04310286494041547,0.09449248326989787,FALSE
Rpap1,466.66261170952663,0.7099466451445295,0.33179164168633907,0.021833923179110776,0.0549692080037472,FALSE
Zfp317,320.0734067109212,0.7094312315796394,0.33588926402104335,0.02375514786739221,0.05890727419139456,FALSE
Ighv1-7,57.058229817957056,0.7093957214657597,1.2028817734944761,0.09947553404022436,0.18031691874615316,FALSE
Gpr156,2.9803381948169787,0.7087580669469472,1.2373258664160194,0.08760012212704485,0.16361458568717113,FALSE
L3mbtl2,430.124633735045,0.7087315811454541,0.3261966757065023,0.02042141617195116,0.0521544436035874,FALSE
Nrm,177.09541665920207,0.7085350906374536,0.35108913212779147,0.02961169321604385,0.07025362388296996,FALSE
Rpia,593.2818928923907,0.7080582439293965,0.32184359564832027,0.01970991767369645,0.05073332809209466,FALSE
Ppp6r1,3296.7753560329984,0.70803579157841,0.2567388047994032,0.003963884786930567,0.013510812960773349,TRUE
Atp8b1,715.5065825056687,0.7078787236474119,0.3555820681025665,0.03151078302993672,0.07394128320155884,FALSE
4931403E22Rik,3.2634926097608976,0.7078193038156377,1.2570820367304163,0.07547685313609843,0.14629323793096186,FALSE
Mybpc2,57.392487392657365,0.7076886274635102,0.7788151117315182,0.1799222180867495,0.28587641318227974,FALSE
Ulk4,125.80056802275554,0.7076708484586972,0.6963947725004599,0.16779082640816162,0.27169953898754906,FALSE
C230013L11Rik,60.37634835166414,0.707490981106716,0.39390590023049066,0.04873642542188631,0.1042616015923665,FALSE
Yes1,828.8741049232956,0.7074824153043086,0.43570927219360356,0.06727061116617973,0.1339376184574154,FALSE
Apmap,1645.2602677125985,0.7073770455511511,0.3640683930318835,0.0340566894827286,0.07871591680343222,FALSE
Slc12a4,1068.6486746010612,0.7068656029383972,0.34436000217001395,0.027411090214234133,0.06609681446237696,FALSE
Maml2,413.8741022803324,0.7068543850786244,0.41511149407469783,0.0577346262797867,0.11874781166964438,FALSE
Slc35a2,681.4640668863864,0.7067402791839955,0.33400379358947263,0.0233999038719553,0.05819079534304999,FALSE
Acox3,1208.0394959793914,0.7062835907661509,0.2185392633962203,8.882036729106329e-4,0.0038863943575566107,TRUE
Cables2,468.2869521817382,0.7059489873450747,0.2985632613097561,0.012457567575852877,0.034894565010423644,TRUE
Pnpla6,981.8612018770406,0.705684507729502,0.38020394350172043,0.04275633291310428,0.09392478457982227,FALSE
Kctd11,571.3399391385971,0.7056672395831428,0.5155880765313837,0.10787378455174042,0.19250355063517735,FALSE
Gm18234,8.610199635379855,0.7055872067087609,1.1336523902316502,0.15350817526323143,0.25387435307604583,FALSE
R3hcc1,581.069078054706,0.7054359808511594,0.24940503101355774,0.0033094537921082223,0.011629096414437056,TRUE
Smg9,492.34391058386194,0.7054019542009068,0.40203067937648024,0.052521410711406334,0.11031202407116483,FALSE
Elmo3,1249.662427689287,0.7050737393492661,0.3600465975142609,0.03247501525128392,0.07587533617295847,FALSE
Slc35a4,1223.54609351529,0.7050079542183149,0.18991139462781395,1.5181387937874307e-4,8.658100270034373e-4,TRUE
Cdv3,1100.5669930946676,0.7040492549349472,0.2130312434272304,6.727907704024789e-4,0.003078508135250025,TRUE
Gm50433,12.534405974969292,0.7039945195283037,0.8780923181892882,0.19254612027045767,0.3015171034897133,FALSE
Pogz,545.0289501423241,0.7039588767069261,0.1930365904107712,1.9345336610098596e-4,0.0010656675136734566,TRUE
Atxn7l3b,1936.4927296508542,0.7038244689800469,0.19721750635869723,2.642866084466996e-4,0.0013974398729289337,TRUE
Ddx19a,653.9024737040145,0.7038157913574328,0.20140318402911284,3.41164104742315e-4,0.0017373181329597444,TRUE
Pwp2,376.7528169654073,0.7037345762581532,0.3909953413238674,0.04820889332702105,0.10337361831368892,FALSE
Rhoj,565.6141886692582,0.703276335482689,0.46845133560414903,0.08568854139721177,0.16102572682499497,FALSE
Tasor2,325.06505531333875,0.7032584760312682,0.3986505951597141,0.051534151858674875,0.10865736147135414,FALSE
Ptk7,2135.951182383036,0.7030066536337977,0.39810821640035676,0.050113743565578635,0.10640627139611698,FALSE
Syt8,682.8877893882272,0.7027462797746586,0.6560579532063826,0.1619046728367773,0.26458729443104934,FALSE
Usp46,990.9958574235364,0.70269804234965,0.29511563412217034,0.012011090113314426,0.03387990862617402,TRUE
Copg1,3153.68228883672,0.7026898731940283,0.251849943683606,0.0038368538275403126,0.013151715756510252,TRUE
Dpy19l4,575.9961382835785,0.7023641497138213,0.40286570854934667,0.05418792519191352,0.11299393992545803,FALSE
Trp53,867.4469152080609,0.7023454959208055,0.35700391156382894,0.03330478325394121,0.07738912382250061,FALSE
Lonp1,1504.4132716377394,0.7021586487378454,0.2913776695848544,0.010827691248535753,0.031073075598778463,TRUE
Rpusd1,271.631593848966,0.7018493072362967,0.32509964158924837,0.021559298383978635,0.05440552356898137,FALSE
Dnah10,90.35099414914195,0.7017826547534209,0.8973746935890958,0.1891856236449705,0.2975823730519152,FALSE
Mtmr14,736.4374420985775,0.7016213169088825,0.35673975573073474,0.035319169461871656,0.08104559211475483,FALSE
Tob1,1224.6615792806992,0.7013776935381328,0.3638167257884113,0.03746521655695887,0.08483912228464664,FALSE
Piezo2,197.71914439463984,0.7011809239215642,0.6690420476347175,0.16752925058163162,0.27136702319838885,FALSE
Nfx1,1160.573567351941,0.7009099861627954,0.1629037222234988,1.262745150538715e-5,1.0123461433201782e-4,TRUE
Wdr7,422.8794923856365,0.700866677696994,0.3090702818852703,0.01623289332283687,0.04336183832812589,TRUE
Man2b1,3916.4808759963794,0.7007939825594439,0.3315993913704003,0.024113452859975192,0.059535772792150034,FALSE
Rimklb,5.363266054092508,0.7007723908427761,1.258785071539557,0.07038972987204707,0.13868888907734933,FALSE
D430036J16Rik,27.716918594246533,0.7006361269947621,0.9307938899658664,0.19340153779054067,0.3025131005547227,FALSE
Gpr179,23.227984609632767,0.700629405733488,0.78524121116722,0.18908122036156283,0.2974423858441958,FALSE
Ggt6,37.526148353269186,0.7005218363641404,0.7114775676333275,0.1812313763765672,0.28748636021210955,FALSE
Grk6,886.8848534310445,0.700374634634363,0.3335365692043414,0.024630910671176644,0.06059637192647701,FALSE
Brpf1,676.7884226340501,0.700169143363845,0.20010975483723553,3.4347851524405226e-4,0.0017475953164589031,TRUE
Entpd6,738.1202261933323,0.6997539388319524,0.4608898169526439,0.08216852735355865,0.1558368622222664,FALSE
Gm45767,12.99862467105166,0.6995378029515892,0.9089363170814566,0.1985820230929687,0.309138453012641,FALSE
Gm10550,2.0168612408835767,0.6991900491911361,1.2134307472980608,0.10157701946333177,NA,NA
Kctd15,175.53650605934635,0.6990201821201122,0.5299314995112467,0.11638375915442302,0.20432779833358827,FALSE
Pphln1,487.6928481810548,0.6985960973167423,0.36460026637651477,0.03770168902071927,0.08524608884340425,FALSE
Syt17,52.49741958227759,0.6984711793845624,0.658103300767261,0.16684413291582464,0.2706887961963186,FALSE
Kcnk12,25.375382412908483,0.6983298039373981,0.9137559276371245,0.19576841311999021,0.30552216776729274,FALSE
Tekt4,106.2804916745316,0.698127264827288,0.9187570957754536,0.1866996900213298,0.29465643524049806,FALSE
Msh2,509.1406047663562,0.6980542911612859,0.28058777118420675,0.008922814660405913,0.02652524438237391,TRUE
Gm9870,3.578218743198619,0.6977139343383585,1.1630907298954087,0.12814030867100756,0.2204963596482575,FALSE
Gm6992,3.568778785994283,0.6976438195941611,1.012510171439571,0.19924504299631157,0.30989571020333506,FALSE
Gbgt1,20.21547983712389,0.6975408618799993,0.9341577075336955,0.19267105576061824,0.3016393424263024,FALSE
Dmtf1,375.3662885510458,0.6974547171018738,0.3176362500224094,0.019503952497516863,0.050290343657614936,FALSE
Zfp367,233.1117550274743,0.6970473172311249,0.4358538154267393,0.07187520968143375,0.1410134314415198,FALSE
Mepce,1208.1703456403302,0.6970329014251666,0.2855064776764652,0.010138653759945613,0.0293734117578756,TRUE
Sec24c,2921.722606012453,0.6969006376380782,0.2492153159890798,0.003702576830698131,0.012757138268182654,TRUE
Srp72,2129.4912389751617,0.6965143725918752,0.27344559740859287,0.007180132271785617,0.022121361874692203,TRUE
Def6,641.5435735242602,0.6962343707254236,0.44209264257851183,0.07601926272485003,0.14712686351368573,FALSE
Gna14,227.3289481028922,0.6960248955438542,0.7367937499867118,0.18174353225992537,0.2882009931228733,FALSE
Wwc1,5349.171413286292,0.6957930310688601,0.47754056310792187,0.08974969938495553,0.16669404912705085,FALSE
Fnbp1,1080.6600711269248,0.6952521398416878,0.32900911605473987,0.0239036026709598,0.05914625090526519,FALSE
Snai2,92.64074251354495,0.6951303103880301,0.5924492511022571,0.14446957600433522,0.24189733104878744,FALSE
Olfr1314,3.1932766701374162,0.6950568508816504,1.2867053884162958,0.054626802620625886,0.11363905437404986,FALSE
Lifr,732.1959257363422,0.6949710799732836,0.5895003575403776,0.14193363399835343,0.23849149659136679,FALSE
Ssx2ip,812.7860092689967,0.694718834484159,0.29347608846433537,0.012595321388518932,0.035214001362108324,TRUE
Parvb,615.5741332153655,0.6945630626904828,0.3925317135149369,0.05149140765373131,0.10857909609560708,FALSE
Osbpl6,710.7647879646705,0.6944657229730424,0.28673609033328734,0.010696703247520412,0.030740161674883536,TRUE
Aebp2,1491.7097926455738,0.6935497094548588,0.25230005250510584,0.004230706827332246,0.01425869331383537,TRUE
Xrcc2,59.054109989739395,0.6931913227311187,0.5491063572147408,0.13080113549019132,0.2237046633748045,FALSE
Zfat,123.19739072229564,0.6929697249843275,0.4733963543633958,0.09384059726444677,0.1726312874204445,FALSE
Nup188,727.5344136839913,0.6928705355829731,0.3038832895440308,0.01608294620440053,0.043038713123919076,TRUE
Trpc4ap,2737.4101643829918,0.6926631865317958,0.22152934011686468,0.0013081734684229067,0.005366402211624355,TRUE
Sugp1,812.7412274047765,0.6925846144340376,0.24084262831758851,0.0028844126066032635,0.010371314093960887,TRUE
Kdf1,661.1127673132879,0.6925322344043151,0.34032275326127565,0.028897103688335625,0.06890545784378943,FALSE
Ighv1-19,60.99363322679864,0.692424501860597,1.3918992785890931,6.673962239794133e-4,0.0030581732978691126,TRUE
Gm5641,1.8591590923067807,0.6921729050044636,1.1965128621421277,0.1114280073959721,NA,NA
Tubg2,34.34972807575588,0.6920743687469322,0.5491828144434852,0.1307578199733743,0.22368451170456277,FALSE
Ankrd44,367.8079033566535,0.691937070759212,0.48579830512440136,0.09899207608440712,0.1796260953857956,FALSE
Dbp,1530.8412009988588,0.6918338145191697,0.5005512567277632,0.10746666620943127,0.19195447734761942,FALSE
Pcdhga1,15.947902263735047,0.6916694015788746,0.7732099876966637,0.20389647655828647,0.3153770915758129,FALSE
Sart1,1618.327412506671,0.691465355882922,0.2177201917908261,0.0011277575900161723,0.004742182590995906,TRUE
Ptpn1,2833.05500494898,0.6912560683758059,0.27689696052942564,0.008331141370833076,0.02506743830485233,TRUE
Thoc2,572.6354708660808,0.6910137216438564,0.5295597731274461,0.11964703227508745,0.20886029099109896,FALSE
Acox1,3077.3691313238296,0.6908547555672285,0.3806287026513939,0.04640274208671053,0.10025796709389444,FALSE
Eda2r,260.95390827043553,0.6906477652222474,0.5331952873018282,0.12277734667009726,0.21330243677701832,FALSE
Mbtps2,268.3305766741102,0.6906413114646998,0.39357242062200515,0.053765835083849904,0.1123078820919414,FALSE
Dennd2c,141.75345568336573,0.6903243920253983,0.36742739116325585,0.04192032848399445,0.09262583740225626,FALSE
Gm7895,3.844768231019413,0.6902321189130429,1.0608569946041608,0.1923062306068967,0.30123919034941093,FALSE
Trim33,690.2701179832017,0.6901985957430459,0.398891591450757,0.05641015723184278,0.11658260200842788,FALSE
Gm6493,7.8076430093737725,0.690177882363714,0.9473851472551917,0.21170882588497147,0.32429831762708045,FALSE
Zfp12,319.58765973500005,0.690070385964733,0.28799201938971486,0.011765300462490228,0.03330827473652644,TRUE
Cyfip2,387.8719333031143,0.6899707572740563,0.6861371307175548,0.17510913844228648,0.28035179280380995,FALSE
Zbtb41,355.98682240607593,0.6894409636211212,0.5041436278471796,0.1096050286519059,0.19481862426342356,FALSE
Pear1,370.49927860472627,0.6893091707798854,0.44150202186056153,0.07776001117351114,0.1496517810492107,FALSE
Txlna,1369.430693034804,0.6881873737084905,0.19897267867528712,3.997493313226975e-4,0.001988446493477113,TRUE
Crppa,68.84756901095575,0.6880335640885579,0.4045651081319794,0.060425425999994425,0.12297571592068786,FALSE
Adipor2,5419.845812037417,0.6876980624004847,0.27403742725216623,0.008124076234271428,0.024542709921047255,TRUE
Zhx1,989.0281656104364,0.6876794120784072,0.41770281809580556,0.06652438342641488,0.1328641352863088,FALSE
Gm26558,3.674360542354009,0.6872526766958003,1.0811854264036913,0.18409941610522698,0.29136245514932013,FALSE
Mast3,588.4558929899007,0.6871702348475357,0.3454811513298332,0.03255807442669983,0.07601083889314793,FALSE
Gpm6b,382.54227053175936,0.6870567270872798,0.7132987919562692,0.18236019535965287,0.28898896498260535,FALSE
Arhgef10l,831.0390260637138,0.686757769082621,0.43765745734996175,0.07744999268520443,0.1492187733321229,FALSE
Zfp503,1022.4307295469745,0.6867543227689717,0.44383350146669515,0.08004168344764614,0.15283923827465962,FALSE
Exoc7,961.8830975723989,0.6863216414839911,0.2574157002218924,0.005661603763252386,0.01813761378187642,TRUE
Glyr1,2830.841324015753,0.6861813875027174,0.27610788562453153,0.008749587077290987,0.026135042322002554,TRUE
Casc4,255.63940054298948,0.6860187892484968,0.7568280501662286,0.19294019695076223,0.30196274845030113,FALSE
Sobp,167.58081222124636,0.6859386881099572,0.7650597577390752,0.1910190616575957,0.2998311232864367,FALSE
Gm16464,2.9215923821886087,0.685894225981794,1.2267828618808485,0.08783253830530018,0.16384260817313942,FALSE
Inava,690.5212882219876,0.6858898178596684,0.5477876964580531,0.1315752003798456,0.22468508245662125,FALSE
Prickle4,2.9700206600184687,0.6856547331946685,1.257016715052486,0.06776722147719122,0.13473184455377718,FALSE
Arhgef7,1811.637014784963,0.685126868959871,0.21884679070874993,0.0012369492919476,0.005128716941805932,TRUE
Rad21,3332.0031113632454,0.6849051826589708,0.3131512000776523,0.020283246344894403,0.05184958563138062,FALSE
Dusp14,455.1226870184236,0.6845144372215686,0.31198670011957047,0.019803918348810883,0.05090740928412704,FALSE
Tpp2,729.2877139160016,0.684466002165346,0.314342270095739,0.021023660648449297,0.053352489566142365,FALSE
Dock5,579.5146678100105,0.6844580057081209,0.49404100171802673,0.10658182456369808,0.19062091191422934,FALSE
Hadhb,623.7105740500477,0.684126483620679,0.2995608260504412,0.015861523749616108,0.042528710553658186,TRUE
Zfp800,143.11645487915277,0.6839452638927382,0.7512005729852015,0.19452199262849015,0.3039701366110574,FALSE
Gm9791,3.780226094270256,0.6836153090841517,1.1096760314687057,0.16930045269297364,0.27352458274649394,FALSE
6030458C11Rik,438.5851852518634,0.6835135742203353,0.22608978833944593,0.001827504288985683,0.0070957301486059155,TRUE
5730420D15Rik,12.696898362277208,0.6834481110528094,0.8278978767766071,0.211140690021451,0.32365181998285786,FALSE
Trim3,1856.180898573922,0.6834301109898063,0.3234197658488018,0.024554873276967502,0.06042470728003284,FALSE
Atp2c1,1471.1161160407278,0.6831189800374302,0.2834032728340483,0.011328332780277471,0.032308090459928586,TRUE
2310001K24Rik,8.843157747650514,0.6830754665899824,0.9859491354187728,0.1878630173085324,0.2959842935722858,FALSE
Gm10167,9.727225290956374,0.6830373117259001,0.7915304867376473,0.20979618938883027,0.32214489036256333,FALSE
Usp15,1045.1126319118341,0.6827355833071188,0.2562790335100446,0.005843131990293849,0.018598790284026834,TRUE
Rbbp6,1218.0085930630744,0.6826814638854798,0.2728488034901272,0.008996480340545749,0.0266990089122576,TRUE
Unc5a,100.1963135786996,0.6825091321880407,0.6114030624056302,0.15823241172570665,0.2599798370431301,FALSE
Cpeb4,754.643562673113,0.6823040011021649,0.48914941174986104,0.10593118656319885,0.18977371534916052,FALSE
Il1rl2,395.63638683684087,0.6822886312283306,0.4282309110751917,0.07436741124212834,0.1447072023145759,FALSE
Atg7,742.2645767432099,0.6821816624649832,0.35728990993569587,0.03897583183002936,0.08748199665982861,FALSE
Dhx32,1262.9824735636992,0.6815755868704423,0.3443238590720574,0.033195830839740904,0.07722688653143568,FALSE
Armc8,492.9226019291899,0.6815174142470208,0.2925161273491512,0.014148795746219196,0.03875649397424121,TRUE
Rell2,16.999932145183326,0.6814946005147039,0.7876095020915662,0.20516370919030139,0.31662686113348537,FALSE
Gtf2i,2852.1358093191943,0.6814318848522897,0.2610675360819686,0.00652595991564793,0.02043862040421533,TRUE
Nid2,191.66984660691742,0.6812676374105158,0.43137349018326315,0.07629466199912976,0.14758200900733467,FALSE
Fadd,482.4576385085009,0.6809094640736778,0.22840512510664465,0.002045011080798849,0.007780634393934132,TRUE
Cmklr1,500.82867177793287,0.6808933731249516,0.5421529021042214,0.1305638591857489,0.22349133725668402,FALSE
Atp1a1,32356.45023637625,0.6808620468938075,0.40991481017565945,0.066043218345036,0.13211293116305875,FALSE
Sel1l3,665.3208201690016,0.6808511297950866,0.41196991741979994,0.0670624197422197,0.1336529491543495,FALSE
Dmd,157.11966643941,0.6804756662476985,0.7975704930707825,0.19933980679877072,0.31001699261225313,FALSE
Gm28800,1.7462747571371884,0.6803901109355528,1.201369772224594,0.10665080292197768,NA,NA
Man1a,1167.138315807608,0.6803569597005629,0.4497941772257413,0.08619286708065368,0.1616459567245616,FALSE
Tor1aip2,3191.77799695649,0.6800796347874776,0.23516339055332758,0.0027592820910834572,0.009998789735127371,TRUE
